"Carimbo de data/hora","Em que período você se encontra?","Que curso você faz?","Em que campus você estuda?","Você acredita que as vagas ofertadas no RAE foram suficientes?","Com relação às disciplinas que queria cursar, você conseguiu se matricular em:","No geral, você acha o RAE:","Você acredita que o seu desempenho no RAE, em comparação com o presencial:","Na sua opinião, a qualidade do ensino no RAE, em comparação com o presencial, é:","Você acredita que o RAE afetou sua saúde mental para:","No que diz respeito a dificuldades técnicas (queda de internet ou energia, indisponibilidade de equipamento etc), você passa por elas:","Na sua opinião, os professores são tolerantes com imprevistos que impossibilitem a realização de atividades?","No geral, você acha que essas dificuldades prejudicam o seu desempenho?","Em geral, você acha que a atuação dos professores no RAE é/está sendo:","Na sua experiência, o atendimento individual dos professores aos alunos está sendo:","Na sua opinião, em comparação com o regime presencial, no RAE os professores estão:","No geral, em comparação com o regime presencial, você acha que o volume de atividades exigidas no RAE é:","Você julga esse volume de atividades abusivo?","Como você avalia a atuação da UFCG diante da pandemia?","Como você avalia o desempenho da coordenação do seu curso no atendimento e suporte aos estudantes no RAE?"
"2020/10/27 9:54:24 AM GMT-3","10","História","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Menor","Não","Regular","Excelente"
"2020/10/27 9:59:54 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/10/27 10:01:51 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/10/27 10:04:05 AM GMT-3","6","História","Cajazeiras","Sim","Todas","Razoável","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Bom","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Bom"
"2020/10/27 10:04:15 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"2020/10/27 10:06:50 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Melhorou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"2020/10/27 10:10:05 AM GMT-3","6","História","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Pior","Nunca","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"2020/10/27 10:10:19 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/10/27 10:11:22 AM GMT-3","1","História","Cajazeiras","Sim","Não sei/Não quero responder","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Sim","Excelente","Bom"
"2020/10/27 10:11:51 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/10/27 10:12:46 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/10/27 10:14:18 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Ruim","Bom"
"2020/10/27 10:17:07 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/10/27 10:17:52 AM GMT-3","5","História","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/10/27 10:21:49 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"2020/10/27 10:22:41 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Nao","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"2020/10/27 10:25:37 AM GMT-3","5","Psicologia","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Inexistente","Menos exigentes","Maior","Sim","Péssima","Regular"
"2020/10/27 10:26:40 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Não sei/Não quero responder"
"2020/10/27 10:31:26 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Melhorou","Melhor","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Bom"
"2020/10/27 10:39:06 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Não sei/Não quero responder","Menos exigentes","Maior","Não","Ruim","Bom"
"2020/10/27 10:39:43 AM GMT-3","6","História","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"2020/10/27 10:42:20 AM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Melhorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"2020/10/27 10:43:45 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Piorou","Igual","Melhor","Nunca","Não","Não passo por essas dificuldades","Razoável","Razoável","Mais exigentes","Maior","Não","Péssima","Excelente"
"2020/10/27 10:52:53 AM GMT-3","2","Design","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Ruim"
"2020/10/27 10:53:11 AM GMT-3","2","Design","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Não","Regular","Bom"
"2020/10/27 10:54:18 AM GMT-3","6","Design","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Frequentemente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Ruim"
"2020/10/27 10:54:43 AM GMT-3","3","Design","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Não","Regular","Regular"
"2020/10/27 10:54:59 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Todas","Bom","Não mudou","Pior","Melhor","Raramente","Sim","Nao","Excelente","Bom","Não sei/Não quero responder","Maior","Sim","Péssima","Regular"
"2020/10/27 10:55:07 AM GMT-3","7","Design","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Bom"
"2020/10/27 10:55:13 AM GMT-3","6","História","Cajazeiras","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"2020/10/27 10:55:44 AM GMT-3","8","Design","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Nunca","Sim","Nao","Péssima","Inexistente","Menos exigentes","Menor","Não","Regular","Excelente"
"2020/10/27 10:56:07 AM GMT-3","7","Design","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Menor","Não","Ruim","Excelente"
"2020/10/27 10:56:09 AM GMT-3","2","Design","Campina Grande","Sim","Algumas","Razoável","Não mudou","Igual","Melhor","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Regular","Bom"
"2020/10/27 10:56:17 AM GMT-3","2","Design","Campina Grande","Sim","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"2020/10/27 10:57:04 AM GMT-3","1","Design","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"2020/10/27 10:57:14 AM GMT-3","10","História","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"2020/10/27 10:59:23 AM GMT-3","4","Psicologia","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Regular"
"2020/10/27 10:59:35 AM GMT-3","7","Design","Campina Grande","Sim","Algumas","Bom","Não mudou","Pior","Melhor","Frequentemente","Sim","Sim","Boa","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/10/27 11:00:01 AM GMT-3","4","Design","Campina Grande","Sim","Algumas","Não sei/Não quero responder","Piorou","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"2020/10/27 11:03:47 AM GMT-3","5","História","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"2020/10/27 11:08:18 AM GMT-3","1","História","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Menor","Não","Boa","Bom"
"2020/10/27 11:09:00 AM GMT-3","1","História","Cajazeiras","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Ruim","Excelente"
"2020/10/27 11:10:36 AM GMT-3","4","Design","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Não","Ruim","Bom"
"2020/10/27 11:10:39 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Boa","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"2020/10/27 11:12:14 AM GMT-3","1","Design","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"2020/10/27 11:12:42 AM GMT-3","3","Estatística","Campina Grande","Não","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/10/27 11:12:44 AM GMT-3","4","Estatística","Campina Grande","Não","Algumas","Não sei/Não quero responder","Piorou","Pior","Pior","Não sei/Não quero responder","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/10/27 11:14:04 AM GMT-3","4","Design","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"2020/10/27 11:15:17 AM GMT-3","7","Estatística","Campina Grande","Não","Algumas","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Não sei/Não quero responder","Razoável","Razoável","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"2020/10/27 11:15:57 AM GMT-3","6","Design","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Insuficiente","Menos exigentes","Menor","Não","Ruim","Excelente"
"2020/10/27 11:16:31 AM GMT-3","6","Estatística","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/10/27 11:19:36 AM GMT-3","5","Estatística","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Não passo por essas dificuldades","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/10/27 11:24:04 AM GMT-3","8","Estatística","Campina Grande","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"2020/10/27 11:24:48 AM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Não","Regular","Excelente"
"2020/10/27 11:26:37 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Ruim"
"2020/10/27 11:26:52 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/10/27 11:27:02 AM GMT-3","7","Ciências Biológicas","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Maior","Não","Não sei/Não quero responder","Não sei/Não quero responder"
"2020/10/27 11:27:08 AM GMT-3","10","Design","Campina Grande","Sim","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"2020/10/27 11:28:28 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Excelente"
"2020/10/27 11:29:20 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Tão exigentes quanto","Igual","Não","Ruim","Não sei/Não quero responder"
"2020/10/27 11:33:52 AM GMT-3","7","História","Cajazeiras","Sim","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"2020/10/27 11:34:02 AM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Regular","Excelente"
"2020/10/27 11:34:06 AM GMT-3","7","Estatística","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/10/27 11:34:13 AM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"2020/10/27 11:35:11 AM GMT-3","3","Ciência da Computação","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Raramente","Não","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/10/27 11:38:40 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/10/27 11:39:10 AM GMT-3","3","Estatística","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Mais exigentes","Maior","Não","Boa","Excelente"
"2020/10/27 11:39:40 AM GMT-3","3","História","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Nao","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Ruim","Regular"
"2020/10/27 11:41:45 AM GMT-3","8","Design","Campina Grande","Sim","Todas","Razoável","Piorou","Não sei/Não quero responder","Pior","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Excelente"
"2020/10/27 11:46:24 AM GMT-3","1","História","Cajazeiras","Não sei/Não quero responder","Nenhuma","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"2020/10/27 11:50:26 AM GMT-3","3","Estatística","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Melhor","Pior","Raramente","Não","Sim","Boa","Excelente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/10/27 11:51:54 AM GMT-3","10","História","Cajazeiras","Não","Todas","Excelente","Piorou","Melhor","Pior","Raramente","Não","Sim","Excelente","Excelente","Menos exigentes","Menor","Não","Excelente","Excelente"
"2020/10/27 11:54:30 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/10/27 11:54:35 AM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Maior","Sim","Regular","Bom"
"2020/10/27 11:57:15 AM GMT-3","1","Estatística","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"2020/10/27 11:57:30 AM GMT-3","5","Design","Campina Grande","Sim","Todas","Excelente","Não mudou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Excelente","Bom","Tão exigentes quanto","Igual","Não","Boa","Excelente"
"2020/10/27 12:02:30 PM GMT-3","3","Design","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Boa","Regular"
"2020/10/27 12:04:44 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Não sei/Não quero responder"
"2020/10/27 12:05:10 PM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Pior","Nunca","Sim","Não passo por essas dificuldades","Ruim","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Péssima","Ruim"
"2020/10/27 12:26:29 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"2020/10/27 12:27:11 PM GMT-3","8","História","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Boa","Bom"
"2020/10/27 12:29:07 PM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Razoável","Melhorou","Igual","Melhor","Raramente","Sim","Nao","Razoável","Bom","Tão exigentes quanto","Igual","Não","Regular","Excelente"
"2020/10/27 12:33:00 PM GMT-3","1","Design","Campina Grande","Não","Algumas","Bom","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Excelente","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"2020/10/27 12:35:30 PM GMT-3","4","Design","Campina Grande","Não","Algumas","Não sei/Não quero responder","Melhorou","Não sei/Não quero responder","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Excelente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"2020/10/27 12:35:33 PM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/10/27 12:38:06 PM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Melhor","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"2020/10/27 12:42:08 PM GMT-3","7","História","Cajazeiras","Não sei/Não quero responder","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Sim","Regular","Bom"
"2020/10/27 12:42:50 PM GMT-3","7","Design","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Igual","Não","Ruim","Excelente"
